city,total_orders,total_revenue,total_freight,delivery_orders,late_orders,avg_delivery_delay_days,reviewed_orders,avg_review_score,negative_reviews,late_delivery_rate,negative_review_rate,freight_ratio
buriti dos lopes,2,268.9,87.91999999999999,2,0,-18.552175925925926,2,3.5,0.0,0.0,0.0,0.3269616957976943
buriticupu,5,640.77,278.26,4,0,-23.048289930555555,5,4.4,0.0,0.0,0.0,0.4342587824024221
buritirama,2,251.9,34.21,2,2,7.209172453703704,2,2.5,1.0,100.0,50.0,0.13580786026200872
buritis,16,1997.2,414.0,15,0,-12.429837191358024,16,4.1875,2.0,0.0,12.5,0.20729020628880432
buritizal,2,66.99,35.89,2,0,-3.2360706018518517,2,5.0,0.0,0.0,0.0,0.535751604717122
buritizeiro,9,2987.99,327.52,8,0,-14.112594039351851,9,3.888888888888889,2.0,0.0,22.22222222222222,0.10961214729634303
butia,6,1112.69,165.23,6,0,-13.479261188271606,6,5.0,0.0,0.0,0.0,0.14849598720218568
caarapo,4,1310.49,137.44,4,0,-13.943651620370371,4,3.25,1.0,0.0,25.0,0.1048768018069577
cabaceiras do paraguacu,1,31.9,16.79,1,0,-15.581018518518519,1,3.0,0.0,0.0,0.0,0.5263322884012539
cabeceira grande,3,265.89,82.86,3,1,-12.116963734567902,3,4.0,0.0,33.33333333333333,0.0,0.3116326300349769
cabeceiras,1,14.9,18.23,1,0,-5.378761574074074,1,5.0,0.0,0.0,0.0,1.2234899328859061
cabedelo,7,1213.95,463.62,6,0,-14.84646412037037,7,4.0,1.0,0.0,14.285714285714285,0.3819102928456691
cabixi,1,149.9,84.6,1,0,-22.514791666666667,1,4.0,0.0,0.0,0.0,0.5643762508338892
cabo de santo agostinho,21,2877.95,740.3,21,2,-14.670804122574955,21,3.8095238095238093,4.0,9.523809523809524,19.047619047619047,0.257231710071405
cabo frio,117,17182.670000000002,2895.55,113,27,-5.74231112749918,114,3.675438596491228,30.0,23.893805309734514,26.31578947368421,0.1685157196174983
cabo verde,3,458.78999999999996,60.379999999999995,3,0,-19.356724537037035,3,5.0,0.0,0.0,0.0,0.1316070533359489
cabralia paulista,4,207.29,56.019999999999996,4,0,-14.190379050925927,4,4.0,1.0,0.0,25.0,0.2702494090404747
cabreuva,6,720.6,113.52,6,1,-11.592706404320987,5,3.6,1.0,16.666666666666664,20.0,0.1575353871773522
cabrobo,6,921.79,225.12,6,0,-18.95435185185185,6,4.166666666666667,0.0,0.0,0.0,0.24422048405819113
cacador,40,4569.38,900.24,40,2,-12.888308738425925,40,4.35,3.0,5.0,7.5,0.197015787699863
cacapava,74,10160.07,1592.58,72,2,-13.380402199074075,73,4.2465753424657535,7.0,2.7777777777777777,9.58904109589041,0.15674892003696825
cacapava do sul,5,859.99,184.84,5,0,-17.2778125,5,3.0,1.0,0.0,20.0,0.21493273177595087
cacaulandia,1,72.9,35.83,1,0,-35.20118055555555,1,5.0,0.0,0.0,0.0,0.49149519890260623
cacequi,4,676.99,124.38000000000001,3,0,-14.872561728395063,4,2.25,3.0,0.0,75.0,0.183725018094802
caceres,25,4750.1900000000005,918.37,25,3,-13.274015277777778,25,4.28,2.0,12.0,8.0,0.19333331929880698
cachoeira,4,479.79,93.92,4,0,-20.723110532407407,4,4.75,0.0,0.0,0.0,0.19575230830154858
cachoeira alta,6,451.76,153.72,6,0,-17.380154320987653,6,4.5,1.0,0.0,16.666666666666664,0.34026916947051533
cachoeira da prata,2,169.8,44.629999999999995,2,0,-15.723072916666666,1,5.0,0.0,0.0,0.0,0.2628386336866902
cachoeira de minas,7,497.40000000000003,119.52000000000001,6,0,-15.040123456790122,7,3.857142857142857,2.0,0.0,28.57142857142857,0.24028950542822677
cachoeira de pajeu,3,428.8,75.23,3,0,-12.11079861111111,3,4.0,0.0,0.0,0.0,0.1754430970149254
cachoeira do brumado,1,195.9,15.27,1,1,3.881712962962963,1,5.0,0.0,100.0,0.0,0.07794793261868299
cachoeira do campo,2,828.99,80.85,2,0,-17.282170138888887,2,5.0,0.0,0.0,0.0,0.09752831759128577
cachoeira do sul,32,6288.32,935.09,30,1,-16.620612268518517,32,4.0,5.0,3.3333333333333335,15.625,0.1487026741641647
cachoeira dourada,3,268.8,58.89,3,0,-19.764193672839507,3,4.666666666666667,0.0,0.0,0.0,0.2190848214285714
cachoeira paulista,25,3292.0,476.01,25,0,-15.936127777777779,25,4.4,0.0,0.0,0.0,0.14459599027946538
cachoeiras de macacu,21,1958.25,401.16,20,2,-11.402590856481481,21,3.8095238095238093,5.0,10.0,23.809523809523807,0.20485637686710073
cachoeirinha,72,9297.25,1678.09,72,3,-15.430982510288068,71,4.190140845070423,10.0,4.166666666666666,14.084507042253522,0.18049315657855816
cachoeiro de itapemirim,122,15871.630000000001,3299.79,121,13,-10.901376453933272,122,3.8852459016393444,24.0,10.743801652892563,19.672131147540984,0.20790492217875542
cacimbinhas,1,32.5,20.8,0,0,,1,1.0,1.0,,100.0,0.64
cacoal,13,1801.47,613.3299999999999,12,0,-23.482740162037036,13,3.4615384615384617,4.0,0.0,30.76923076923077,0.34046084586476594
caconde,10,1628.19,201.38,10,0,-11.979415509259258,10,4.2,1.0,0.0,10.0,0.12368335390832765
cacu,8,982.6800000000001,180.85,8,0,-9.497787905092592,8,3.75,1.0,0.0,12.5,0.18403753001994544
cacule,3,529.78,85.27000000000001,3,2,9.864791666666665,3,3.6666666666666665,1.0,66.66666666666666,33.33333333333333,0.16095360338253617
caem,1,57.9,22.12,1,0,-7.278888888888889,1,5.0,0.0,0.0,0.0,0.3820379965457686
caetanopolis,8,664.5699999999999,141.04999999999998,8,0,-18.42713686342593,8,4.375,1.0,0.0,12.5,0.21224250267089997
caetanos,1,0.0,0.0,0,0,,1,1.0,1.0,,100.0,
caete,27,2482.9700000000003,670.08,27,2,-12.226202846364883,27,4.407407407407407,3.0,7.4074074074074066,11.11111111111111,0.2698703568710053
caetes,1,122.9,43.14,1,0,-26.398113425925924,1,3.0,0.0,0.0,0.0,0.35101708706265256
caetite,10,1892.3,408.15,10,0,-12.157256944444445,10,3.2,3.0,0.0,30.0,0.21568990117846007
cafeara,3,233.0,76.82,2,0,-19.941099537037037,3,1.0,3.0,0.0,100.0,0.3296995708154506
cafelandia,21,2484.31,417.71,19,0,-14.413057383040936,20,4.4,1.0,0.0,5.0,0.16813924188205176
caiana,3,235.9,49.71,3,0,-10.65002700617284,3,4.333333333333333,0.0,0.0,0.0,0.21072488342518017
caiaponia,4,352.78,76.19,4,0,-11.232465277777777,4,4.5,0.0,0.0,0.0,0.2159702931005159
caibate,2,357.88,52.44,1,0,-23.396631944444444,2,3.0,1.0,0.0,50.0,0.14652956298200515
caibi,3,132.05,48.36,3,0,-11.274498456790122,3,4.333333333333333,0.0,0.0,0.0,0.3662249148049981
caicara do norte,1,1099.0,58.41,1,0,-14.144027777777778,1,5.0,0.0,0.0,0.0,0.05314831665150136
caico,10,2723.2,492.11,10,1,-13.641775462962963,10,4.6,0.0,10.0,0.0,0.18071019388954174
caieiras,102,13624.52,1579.6,97,4,-11.668391800305459,102,4.049019607843137,15.0,4.123711340206185,14.705882352941178,0.11593802937644775
cairu,1,58.99,19.65,1,0,-8.318425925925926,1,5.0,0.0,0.0,0.0,0.3331073063231056
caiua,2,146.0,24.990000000000002,2,0,-14.860474537037037,2,4.5,0.0,0.0,0.0,0.17116438356164385
cajamar,101,9873.27,1724.95,97,5,-9.807921200840015,101,4.014851485148514,14.0,5.154639175257731,13.861386138613863,0.17470908827571818
cajapio,1,89.99,59.17,1,0,-5.26,1,5.0,0.0,0.0,0.0,0.6575175019446605
cajari,1,289.0,27.3,1,0,-21.14415509259259,1,5.0,0.0,0.0,0.0,0.09446366782006921
cajati,16,1821.3200000000002,279.37,16,0,-12.98898365162037,16,4.125,2.0,0.0,12.5,0.1533887510157468
cajazeiras,12,1818.16,592.51,11,0,-17.863232323232324,12,3.75,4.0,0.0,33.33333333333333,0.32588441061292733
cajobi,8,1018.4300000000001,144.46,8,0,-15.3193359375,8,5.0,0.0,0.0,0.0,0.14184578223343774
cajueiro,1,99.9,38.25,1,0,-4.4392708333333335,1,4.0,0.0,0.0,0.0,0.38288288288288286
cajuri,1,53.9,17.63,1,0,-10.336944444444445,1,5.0,0.0,0.0,0.0,0.32708719851576995
cajuru,9,643.76,142.98,9,1,-10.591439043209878,9,3.5555555555555554,2.0,11.11111111111111,22.22222222222222,0.22210140425003105
calcado,1,199.0,24.54,1,0,-6.0808333333333335,1,5.0,0.0,0.0,0.0,0.12331658291457286
caldas,5,489.7,132.24,5,0,-10.781939814814814,5,4.6,0.0,0.0,0.0,0.2700428833979988
caldas brandao,1,139.0,53.32,1,0,-10.230902777777779,1,4.0,0.0,0.0,0.0,0.38359712230215826
caldas do jorro,1,370.0,24.52,1,0,-8.551689814814814,1,4.0,0.0,0.0,0.0,0.06627027027027027
caldas novas,36,5301.63,902.9399999999999,36,5,-11.493177404835391,36,3.7222222222222223,8.0,13.88888888888889,22.22222222222222,0.17031365825227335
caldeirao grande,3,354.8,62.45,2,0,-13.32440972222222,3,5.0,0.0,0.0,0.0,0.17601465614430664
caldeirao grande do piaui,1,110.0,70.76,1,0,-12.09900462962963,1,4.0,0.0,0.0,0.0,0.6432727272727273
california,2,103.8,30.150000000000002,2,0,-16.338703703703704,2,2.5,1.0,0.0,50.0,0.2904624277456648
california da barra,6,871.97,142.53,6,1,-14.831554783950617,6,3.6666666666666665,1.0,16.666666666666664,16.666666666666664,0.16345745839879813
calmon,1,49.9,17.6,1,0,-1.4391782407407407,1,5.0,0.0,0.0,0.0,0.3527054108216433
camacan,6,1134.67,134.73000000000002,6,1,-7.442773919753087,6,4.666666666666667,0.0,16.666666666666664,0.0,0.1187393691557898
camacari,61,7294.22,1505.65,60,13,-7.305299575617283,60,3.316666666666667,17.0,21.666666666666668,28.333333333333332,0.2064168615698457
camacho,1,59.99,20.91,1,0,-17.339050925925925,1,3.0,0.0,0.0,0.0,0.34855809301550256
camamu,9,1506.82,390.69000000000005,8,0,-16.897486979166665,9,4.0,1.0,0.0,11.11111111111111,0.2592811351057194
camanducaia,9,2180.67,201.09,9,0,-11.597190072016462,9,4.111111111111111,1.0,0.0,11.11111111111111,0.09221477802693667
camapua,6,621.29,113.05000000000001,6,0,-16.204380787037035,6,4.166666666666667,1.0,0.0,16.666666666666664,0.18196011524408895
camaqua,13,1716.75,320.47,12,0,-18.637336033950618,13,3.8461538461538463,3.0,0.0,23.076923076923077,0.18667249162662009
camaragibe,35,3642.88,1120.02,33,4,-10.518671436588104,35,3.942857142857143,6.0,12.121212121212121,17.142857142857142,0.3074545414617006
cambara,10,863.1700000000001,232.89000000000001,9,0,-13.655194187242799,10,4.7,0.0,0.0,0.0,0.2698078014759549
cambara do sul,1,372.0,28.64,1,0,-16.172361111111112,1,5.0,0.0,0.0,0.0,0.07698924731182796
cambe,27,3930.67,628.39,27,2,-12.057403120713307,27,4.296296296296297,3.0,7.4074074074074066,11.11111111111111,0.15986841937888452
cambiasca,1,22.99,15.1,1,0,-12.442893518518519,1,3.0,0.0,0.0,0.0,0.6568073075250109
cambira,2,432.0,87.35,2,0,-13.135318287037038,2,3.5,0.0,0.0,0.0,0.20219907407407406
camboriu,28,3118.18,670.9,27,1,-11.338567815500687,28,4.25,3.0,3.7037037037037033,10.714285714285714,0.2151575598586355
cambuci,8,2042.79,237.13,8,2,-1.810584490740741,7,4.285714285714286,1.0,25.0,14.285714285714285,0.11608143764165675
cambui,22,3133.7400000000002,527.07,22,4,-11.136593013468014,22,3.909090909090909,3.0,18.181818181818183,13.636363636363635,0.16819200061268644
cambuquira,5,340.76,103.48,5,0,-10.989208333333334,5,4.2,1.0,0.0,20.0,0.3036741401572955
cameta,4,392.8,129.05,4,0,-14.751131365740742,4,3.5,1.0,0.0,25.0,0.32853869653767825
camocim,8,1686.29,391.98,8,1,-14.290049189814814,8,4.375,1.0,12.5,12.5,0.23245112050714883
camocim de sao felix,2,362.9,56.120000000000005,2,0,-20.840017361111112,2,4.5,0.0,0.0,0.0,0.15464315238357676
campanario,2,278.7,34.589999999999996,2,0,-12.762528935185184,2,4.5,0.0,0.0,0.0,0.12411194833153928
campanha,7,598.79,187.48,7,2,-9.754669312169312,7,3.0,4.0,28.57142857142857,57.14285714285714,0.3130980811302794
campestre,3,321.70000000000005,62.620000000000005,3,0,-9.754961419753087,3,4.333333333333333,0.0,0.0,0.0,0.1946534037923531
campestre da serra,2,1348.99,41.07,2,0,-21.999658564814816,2,5.0,0.0,0.0,0.0,0.030444999592287563
campestre do maranhao,2,249.89,91.06,2,1,-0.03929976851851835,2,3.5,1.0,50.0,50.0,0.3644003361479051
campina da lagoa,3,519.7,74.12,2,1,25.807366898148146,3,3.3333333333333335,1.0,50.0,33.33333333333333,0.14262074273619396
campina das missoes,2,155.8,55.2,2,0,-10.251927083333333,2,3.5,1.0,0.0,50.0,0.35430038510911427
campina do monte alegre,2,237.9,54.09,2,0,-15.411278935185184,2,4.5,0.0,0.0,0.0,0.2273644388398487
campina grande,68,17500.53,5282.76,67,7,-13.794496268656717,67,4.149253731343284,9.0,10.44776119402985,13.432835820895523,0.3018628578677332
campina grande do sul,10,1152.47,230.02,9,0,-14.855329218106995,10,3.9,2.0,0.0,20.0,0.19958870946749158
campina verde,10,659.48,209.37,10,0,-14.199502314814817,10,4.9,0.0,0.0,0.0,0.3174774064414387
campinacu,1,179.9,16.01,1,0,-12.448009259259258,1,5.0,0.0,0.0,0.0,0.08899388549193997
campinapolis,3,324.86,62.230000000000004,3,1,-1.6966820987654323,3,3.6666666666666665,1.0,33.33333333333333,33.33333333333333,0.1915594409899649
campinas,1444,187844.53,24697.17,1406,143,-8.821431884186818,1427,4.09250175192712,198.0,10.170697012802275,13.875262789067975,0.13147665252749174
campinas do sul,6,1398.89,132.35,6,0,-23.20482638888889,6,4.5,0.0,0.0,0.0,0.09461072707646775
campinorte,7,1244.69,155.92000000000002,7,0,-15.144991732804232,7,3.7142857142857144,2.0,0.0,28.57142857142857,0.12526813905470438
campo alegre,4,1098.0,130.35,4,1,-6.064577546296296,4,4.0,1.0,25.0,25.0,0.11871584699453551
campo alegre de goias,2,175.89000000000001,64.38,2,1,4.444068287037037,2,3.0,1.0,50.0,50.0,0.3660242196827562
campo alegre de lourdes,1,99.99,24.9,1,0,-13.604479166666666,1,5.0,0.0,0.0,0.0,0.24902490249024903
campo alegre de minas,1,119.0,18.93,1,0,-4.3493865740740745,1,1.0,1.0,0.0,100.0,0.15907563025210084
campo alegre do fidalgo,1,194.98,68.96,1,0,-6.497256944444445,1,1.0,1.0,0.0,100.0,0.35367730023592164
campo azul,1,79.9,16.32,1,0,-23.1165625,1,5.0,0.0,0.0,0.0,0.20425531914893616
campo belo,21,1836.34,381.97,21,0,-14.680903328924163,21,4.428571428571429,1.0,0.0,4.761904761904762,0.2080061426533213
campo bom,36,4394.71,888.64,35,1,-15.997928240740741,36,4.027777777777778,5.0,2.857142857142857,13.88888888888889,0.2022067440172389
campo bonito,1,79.9,25.4,0,0,,1,3.0,0.0,,0.0,0.3178973717146433
campo do brito,1,76.8,38.09,1,0,-15.128715277777777,1,5.0,0.0,0.0,0.0,0.49596354166666673
campo do meio,4,251.69,57.39,4,0,-8.70835648148148,4,4.75,0.0,0.0,0.0,0.228018594302515
campo do tenente,1,55.9,15.14,1,1,8.656412037037038,1,1.0,1.0,100.0,100.0,0.27084078711985693
campo ere,7,560.6,137.39,7,1,-10.273998015873016,7,4.428571428571429,1.0,14.285714285714285,14.285714285714285,0.24507670353193003
campo florido,1,59.8,32.22,1,0,-17.13917824074074,1,4.0,0.0,0.0,0.0,0.5387959866220736
campo formoso,10,3419.13,635.21,10,1,-13.186260416666666,10,3.7,2.0,10.0,20.0,0.1857811782529474
campo grande,320,57121.67,8363.58,312,38,-9.857909247388415,319,4.1426332288401255,44.0,12.179487179487179,13.793103448275861,0.1464169377400906
campo grande do piaui,1,155.99,34.89,1,0,-14.946030092592592,1,5.0,0.0,0.0,0.0,0.2236681838579396
campo largo,37,3894.89,830.32,36,0,-14.37164737654321,37,4.1891891891891895,6.0,0.0,16.216216216216218,0.2131818870366044
campo limpo paulista,48,5013.34,827.9,47,5,-10.302466509062254,47,4.404255319148936,4.0,10.638297872340425,8.51063829787234,0.16513940805929778
campo magro,1,39.8,24.96,1,0,-2.2473726851851854,1,5.0,0.0,0.0,0.0,0.6271356783919598
campo maior,7,993.6600000000001,321.05,7,1,-17.72077380952381,7,3.857142857142857,2.0,14.285714285714285,28.57142857142857,0.3230984441358211
campo mourao,56,7259.52,1320.17,56,4,-11.914729869378307,56,4.089285714285714,8.0,7.142857142857142,14.285714285714285,0.18185362117605572
campo novo,2,539.79,53.22,2,0,-13.073738425925926,2,4.0,0.0,0.0,0.0,0.09859389762685489
campo novo do parecis,16,4970.79,944.99,15,0,-16.214252314814814,16,3.8125,3.0,0.0,18.75,0.19010861452606126
campo verde,10,781.38,248.31,10,2,-12.13579513888889,10,3.9,1.0,20.0,10.0,0.31778392075558626
campos altos,5,373.68,124.93,5,0,-15.43976388888889,5,4.2,1.0,0.0,20.0,0.334323485335046
campos belos,7,788.0699999999999,139.46,7,1,-10.527281746031747,7,4.285714285714286,1.0,14.285714285714285,14.285714285714285,0.17696397528138366
campos borges,3,825.89,51.15,3,0,-13.529467592592594,3,4.666666666666667,0.0,0.0,0.0,0.06193318722832338
campos de julio,6,934.8,175.55,6,0,-17.11382137345679,6,4.0,1.0,0.0,16.666666666666664,0.1877941805733847
campos do jordao,26,3273.0,724.02,25,2,-13.862166666666667,26,4.0,5.0,8.0,19.230769230769234,0.22120989917506872
campos dos goytacazes,238,34660.36,5528.79,232,34,-10.173814106401661,236,3.961864406779661,41.0,14.655172413793101,17.372881355932204,0.15951334608180642
campos gerais,5,544.0600000000001,135.11,4,1,-7.544800347222222,5,4.2,1.0,25.0,20.0,0.24833658052420687
campos novos,14,1929.69,508.69,14,0,-11.230675429894179,14,4.214285714285714,2.0,0.0,14.285714285714285,0.26361229005695214
campos sales,4,1543.9,309.88,4,1,-9.511958912037036,4,4.75,0.0,25.0,0.0,0.2007124813783276
campos verdes,1,385.6,27.44,1,0,-13.5846875,1,5.0,0.0,0.0,0.0,0.07116182572614108
camutanga,3,295.8,89.53999999999999,3,0,-22.453707561728393,3,2.6666666666666665,2.0,0.0,66.66666666666666,0.3027045300878972
canaa,1,54.99,14.55,1,0,-16.297581018518517,1,4.0,0.0,0.0,0.0,0.2645935624659029
canaa dos carajas,9,1565.93,425.42999999999995,9,2,-4.950803755144033,9,3.6666666666666665,3.0,22.22222222222222,33.33333333333333,0.27167881067480665
cananeia,8,727.66,111.22999999999999,8,1,-5.60222511574074,8,4.25,0.0,12.5,0.0,0.15285985212874142
canapi,1,230.0,147.32,1,0,-6.653819444444444,1,5.0,0.0,0.0,0.0,0.6405217391304348
canapolis,6,539.45,95.66999999999999,6,0,-16.71057484567901,6,5.0,0.0,0.0,0.0,0.17734729817406614
canarana,11,1211.63,275.27,11,2,-7.043906776094276,11,3.727272727272727,1.0,18.181818181818183,9.090909090909092,0.2271898186740176
canavieiras,6,799.8,217.49,6,0,-7.229035493827159,6,4.5,0.0,0.0,0.0,0.27193048262065517
candeal,1,144.99,31.66,1,0,-9.454895833333333,1,1.0,1.0,0.0,100.0,0.21835988688875094
candeias,23,2102.46,553.37,21,1,-12.488449074074074,22,3.8181818181818183,6.0,4.761904761904762,27.27272727272727,0.2632012024009969
candeias do jamari,1,279.0,59.74,1,0,-27.136944444444445,1,5.0,0.0,0.0,0.0,0.21412186379928316
candelaria,4,573.39,99.71000000000001,4,0,-23.68642650462963,4,4.0,0.0,0.0,0.0,0.1738956033415302
candido de abreu,4,360.8,79.12,4,0,-9.062074652777778,4,4.75,0.0,0.0,0.0,0.21929046563192905
candido godoi,1,900.0,105.84,1,0,-19.25778935185185,1,1.0,1.0,0.0,100.0,0.11760000000000001
candido mendes,1,239.8,76.78,1,1,9.471990740740742,1,1.0,1.0,100.0,100.0,0.3201834862385321
candido mota,16,1573.29,250.81,16,1,-15.269056712962964,16,4.4375,2.0,6.25,12.5,0.15941752633017436
candido rodrigues,4,81.78999999999999,52.51,4,0,-14.310347222222223,4,5.0,0.0,0.0,0.0,0.6420100256755105
candido sales,3,396.78999999999996,75.73,3,0,-9.966531635802468,3,3.6666666666666665,1.0,0.0,33.33333333333333,0.19085662441089749
candiota,4,802.7,96.9,4,0,-16.147005208333333,4,5.0,0.0,0.0,0.0,0.12071757817366388
candoi,1,43.0,36.5,1,0,-20.314849537037038,1,5.0,0.0,0.0,0.0,0.8488372093023255
canela,18,2418.63,379.63,17,0,-17.093455201525057,18,4.277777777777778,3.0,0.0,16.666666666666664,0.15696075877666282
canelinha,4,933.94,78.78,4,0,-18.88267650462963,4,4.5,0.0,0.0,0.0,0.08435231385313831
cangucu,15,1584.98,275.49,12,0,-15.383911072530864,15,3.6,4.0,0.0,26.666666666666668,0.17381291877500032
canhotinho,2,367.0,63.489999999999995,2,0,-7.618483796296296,2,3.0,1.0,0.0,50.0,0.17299727520435965
caninde,6,645.38,168.82,6,0,-13.334020061728395,6,4.166666666666667,1.0,0.0,16.666666666666664,0.2615823235923022
caninde de sao francisco,2,250.8,109.03,2,0,-17.234890046296297,2,2.0,1.0,0.0,50.0,0.43472886762360446
canitar,2,287.25,30.67,2,0,-11.186701388888888,2,3.0,1.0,0.0,50.0,0.10677110530896432
canoas,210,26785.25,5197.58,205,21,-11.890940379403792,210,3.947619047619048,37.0,10.24390243902439,17.61904761904762,0.1940463501367357
canoinhas,27,4583.01,708.01,27,1,-14.290426526063099,27,4.111111111111111,2.0,3.7037037037037033,7.4074074074074066,0.15448580736241027
cansancao,7,766.96,231.41000000000003,7,0,-19.655545634920635,7,4.857142857142857,0.0,0.0,0.0,0.3017236883279441
cantagalo,21,2329.42,428.67,21,2,-12.95911044973545,21,4.142857142857143,2.0,9.523809523809524,9.523809523809524,0.18402434940886572
cantanhede,1,689.0,46.85,1,0,-20.125706018518517,1,5.0,0.0,0.0,0.0,0.06799709724238026
canto do buriti,1,599.5,75.33,1,0,-10.184259259259258,1,5.0,0.0,0.0,0.0,0.12565471226021685
canudos,1,174.9,57.99,1,0,-24.49167824074074,1,5.0,0.0,0.0,0.0,0.33156089193825045
capanema,14,1100.47,451.77,12,0,-10.917220293209878,13,4.0,2.0,0.0,15.384615384615385,0.41052459403709324
capao bonito,28,3078.97,543.2,28,1,-12.563299851190477,28,4.392857142857143,2.0,3.571428571428571,7.142857142857142,0.17642263484217127
capao da canoa,38,4692.09,936.99,38,0,-16.203220333820664,38,4.2631578947368425,4.0,0.0,10.526315789473683,0.19969565801167496
capao da porteira,2,157.0,58.129999999999995,2,0,-9.636099537037037,2,3.5,1.0,0.0,50.0,0.37025477707006366
capao do cipo,3,260.0,140.99,3,0,-19.606793981481484,3,4.333333333333333,0.0,0.0,0.0,0.5422692307692308
capao do leao,4,1072.25,182.41,4,2,-7.5167476851851855,4,4.75,0.0,50.0,0.0,0.17011890883655864
caparao,1,49.9,14.52,1,0,-9.466053240740742,1,5.0,0.0,0.0,0.0,0.2909819639278557
capela,3,580.9399999999999,308.23,3,1,-4.122862654320987,3,3.6666666666666665,1.0,33.33333333333333,33.33333333333333,0.5305711433194479
capela de santana,2,352.0,65.53,2,0,-20.85255787037037,2,4.5,0.0,0.0,0.0,0.18616477272727272
capela do alto,3,833.99,170.26,3,1,-4.615532407407407,3,5.0,0.0,33.33333333333333,0.0,0.2041511289104186
capela do alto alegre,1,39.99,16.79,1,0,-7.333831018518518,1,1.0,1.0,0.0,100.0,0.41985496374093517
capela nova,1,89.77,31.5,1,0,-10.149479166666667,1,2.0,1.0,0.0,100.0,0.3508967361033753
capelinha,20,2562.96,405.16,19,1,-15.046373659844054,20,4.4,2.0,5.263157894736842,10.0,0.1580828417142679
capetinga,2,198.9,40.47,2,0,-13.750885416666666,2,5.0,0.0,0.0,0.0,0.20346907993966817
capim branco,2,152.78,34.39,2,0,-20.737430555555555,2,5.0,0.0,0.0,0.0,0.2250949077104333
capim grosso,5,547.89,112.89,5,0,-14.062537037037037,5,3.8,1.0,0.0,20.0,0.20604500903466025
capinopolis,11,1042.18,235.77,11,0,-17.924925294612795,11,4.181818181818182,1.0,0.0,9.090909090909092,0.22622771498205685
capinzal,10,1220.55,248.68,10,1,-10.279909722222223,10,3.7,3.0,10.0,30.0,0.2037442136741633
capinzal do norte,2,395.0,65.6,2,2,78.78734953703703,2,3.0,1.0,100.0,50.0,0.16607594936708858
capistrano,1,35.0,37.16,1,0,-12.136469907407408,1,4.0,0.0,0.0,0.0,1.0617142857142856
capitao,1,107.8,38.7,1,0,-13.562604166666667,1,4.0,0.0,0.0,0.0,0.35899814471243047
capitao andrade,1,199.0,0.0,1,0,-16.15792824074074,1,5.0,0.0,0.0,0.0,0.0
capitao eneas,1,65.6,33.239999999999995,1,0,-27.384699074074074,1,5.0,0.0,0.0,0.0,0.5067073170731707
capitao leonidas marques,5,407.78,104.31,5,1,-13.885025462962963,5,3.8,1.0,20.0,20.0,0.2557996959144637
capitao poco,3,405.38,135.51,3,0,-16.248028549382717,3,3.6666666666666665,0.0,0.0,0.0,0.3342789481474172
capitolio,5,386.89,203.23000000000002,5,0,-9.80688425925926,5,4.0,1.0,0.0,20.0,0.5252914265036575
capivari,35,4753.16,610.21,32,0,-14.924470486111112,35,4.2,6.0,0.0,17.142857142857142,0.12837985676897054
capivari de baixo,5,876.89,151.84,5,0,-9.997023148148148,5,4.8,0.0,0.0,0.0,0.1731574085689197
capivari do sul,1,159.0,38.95,1,0,-0.34563657407407405,1,2.0,1.0,0.0,100.0,0.24496855345911953
capoeiras,1,143.0,47.53,1,0,-24.139050925925925,1,1.0,1.0,0.0,100.0,0.33237762237762236
caputira,2,454.28,136.38,2,0,-20.142609953703705,2,4.5,0.0,0.0,0.0,0.3002113234128731
caracol,1,94.0,17.1,1,0,-16.209976851851852,1,5.0,0.0,0.0,0.0,0.1819148936170213
caraguatatuba,89,13536.86,1962.43,83,7,-10.065859967648372,89,3.966292134831461,17.0,8.433734939759036,19.101123595505616,0.14496936512603364
carai,6,481.87,144.82,6,1,-12.89875,6,5.0,0.0,16.666666666666664,0.0,0.3005374893643514
caraiba,2,416.89,70.26,2,0,-12.685758101851851,2,2.5,1.0,0.0,50.0,0.16853366595504812
caraibas,1,235.9,13.9,1,0,-3.102326388888889,1,5.0,0.0,0.0,0.0,0.05892327257312421
carajas,4,483.22,163.34,4,0,-20.359285300925926,4,5.0,0.0,0.0,0.0,0.33802408840693676
carambei,3,390.8,65.45,3,0,-9.395196759259258,3,4.333333333333333,0.0,0.0,0.0,0.16747697031729786
carandai,11,1143.5,242.94,11,0,-14.818846801346801,10,4.1,1.0,0.0,10.0,0.2124529951902055
carangola,27,4592.0,606.49,25,1,-12.551275925925927,27,3.5555555555555554,7.0,4.0,25.925925925925924,0.13207534843205576
carapebus,5,696.97,89.55,5,1,-8.419458333333333,5,4.0,1.0,20.0,20.0,0.12848472674577097
carapicuiba,328,32235.88,5031.1,316,20,-10.298285608591186,326,4.138036809815951,43.0,6.329113924050633,13.190184049079754,0.15607143344620963
caratinga,62,9690.26,1521.19,62,3,-15.08400966995221,62,4.080645161290323,10.0,4.838709677419355,16.129032258064516,0.15698134002596423
caraubas,3,1059.29,187.47,3,0,-14.859776234567901,3,4.0,0.0,0.0,0.0,0.1769770317854412
caravelas,3,356.4,110.38,3,0,-13.751072530864198,3,4.666666666666667,0.0,0.0,0.0,0.30970819304152636
carazinho,24,2030.93,435.81,23,0,-15.893952797906604,24,4.166666666666667,4.0,0.0,16.666666666666664,0.21458642099924666
